Name;Type;RA;Declinaison;Const;Hubble
NGC6351;GPair;17:19:11.40;+36:03:38.0;Her;
NGC6351 NED01;G;17:19:11.08;+36:03:37.5;Her;SBab
NGC6351 NED02;G;17:19:11.67;+36:03:39.8;Her;E
NGC6352;GCl;17:25:29.16;-48:25:21.7;Ara;
NGC6353;Other;17:21:12.47;+15:41:18.8;Her;
NGC6354;Other;17:24:34.28;-38:32:29.8;Sco;
NGC6355;GCl;17:23:58.65;-26:21:12.3;Oph;
NGC6356;GCl;17:23:34.99;-17:48:46.9;Oph;
NGC6357;Cl+N;17:24:43.57;-34:12:04.8;Sco;
NGC6358;G;17:18:53.01;+52:36:55.0;Dra;S0-a
NGC6359;G;17:17:52.99;+61:46:50.9;Dra;E-S0
NGC6360;*Ass;17:24:27.62;-29:52:17.7;Oph;
NGC6361;G;17:18:41.09;+60:36:29.4;Dra;Sb
NGC6362;GCl;17:31:54.84;-67:02:52.3;Ara;
NGC6363;G;17:22:40.02;+41:06:06.1;Her;E
NGC6364;G;17:24:27.33;+29:23:24.6;Her;S0
NGC6365;GPair;17:22:43.70;+62:10:12.0;Dra;
NGC6365A;G;17:22:43.81;+62:09:57.9;Dra;SBc
NGC6365B;G;17:22:43.53;+62:10:25.4;Dra;Sd
NGC6366;GCl;17:27:44.33;-05:04:35.9;Oph;
NGC6367;G;17:25:09.01;+37:45:35.6;Her;Sab
NGC6368;G;17:27:11.54;+11:32:37.0;Oph;Sb
NGC6369;PN;17:29:20.50;-23:45:34.0;Oph;
NGC6370;G;17:23:25.18;+56:58:28.3;Dra;E
NGC6371;G;17:27:20.59;+26:30:18.2;Her;S0-a
NGC6372;G;17:27:31.85;+26:28:30.5;Her;Sbc
NGC6373;G;17:24:08.09;+58:59:42.3;Dra;Sc
NGC6374;OCl;17:34:42.54;-32:34:52.9;Sco;
NGC6375;G;17:29:21.89;+16:12:24.0;Her;E
NGC6376;G;17:25:19.18;+58:49:02.8;Dra;Sc
NGC6377;G;17:25:23.21;+58:49:21.9;Dra;Sab
NGC6378;G;17:30:41.98;+06:16:56.2;Oph;Sb
NGC6379;G;17:30:34.91;+16:17:19.5;Her;Sc
NGC6380;GCl;17:34:28.42;-39:04:10.8;Sco;
NGC6381;G;17:27:16.85;+60:00:50.6;Dra;Sc
NGC6382;G;17:27:55.18;+56:52:07.4;Dra;E
NGC6383;Dup;17:34:42.54;-32:34:52.9;Sco;
NGC6384;G;17:32:24.30;+07:03:37.0;Oph;Sbc
NGC6385;G;17:28:01.41;+57:31:18.5;Dra;SBa
NGC6386;G;17:28:51.78;+52:43:24.1;Dra;Sb
NGC6387;G;17:28:23.83;+57:32:43.4;Dra;SBb
NGC6388;GCl;17:36:17.43;-44:44:08.2;Sco;
NGC6389;G;17:32:39.77;+16:24:06.4;Her;Sbc
NGC6390;G;17:28:28.09;+60:05:39.0;Dra;SBbc
NGC6391;G;17:28:48.99;+58:51:03.2;Dra;E
NGC6392;G;17:43:30.37;-69:47:06.7;Aps;SABa
NGC6393;G;17:30:08.45;+59:31:54.5;Dra;Sbc
NGC6394;G;17:30:21.42;+59:38:23.6;Dra;SBb
NGC6395;G;17:26:31.27;+71:05:46.6;Dra;SBc
NGC6396;OCl;17:37:36.34;-35:01:33.1;Sco;
NGC6397;GCl;17:40:41.36;-53:40:25.3;Ara;
NGC6398;G;17:42:43.74;-61:41:39.4;Pav;SBa
NGC6399;G;17:31:50.30;+59:36:55.9;Dra;S0-a
NGC6400;OCl;17:40:12.80;-36:56:51.8;Sco;
NGC6401;GCl;17:38:36.93;-23:54:31.6;Oph;
NGC6402;GCl;17:37:36.16;-03:14:45.3;Oph;
NGC6403;G;17:43:23.56;-61:40:55.6;Pav;S0
NGC6404;OCl;17:39:37.36;-33:14:48.2;Sco;
NGC6405;OCl;17:40:20.75;-32:15:15.0;Sco;
NGC6406;**;17:38:19.05;+18:49:59.0;Her;
NGC6407;G;17:44:57.69;-60:44:23.3;Pav;S0
NGC6408;G;17:38:47.36;+18:52:40.3;Her;Sa
NGC6409;G;17:36:35.40;+50:45:57.2;Dra;Sbc
NGC6410;**;17:35:20.48;+60:47:35.0;Dra;
NGC6411;G;17:35:32.85;+60:48:48.2;Dra;E
NGC6412;G;17:29:37.51;+75:42:15.9;Dra;SABc
NGC6413;Other;17:40:40.72;+12:37:26.2;Oph;
NGC6414;G;17:30:36.86;+74:22:34.1;Dra;S0-a
NGC6415;*Ass;17:44:20.55;-35:04:15.7;Sco;
NGC6416;OCl;17:44:19.99;-32:21:39.6;Sco;
NGC6417;G;17:41:47.82;+23:40:19.9;Her;SBb
NGC6418;G;17:38:09.32;+58:42:53.7;Dra;SBab
NGC6419;G;17:36:05.90;+68:09:20.8;Dra;Sa
NGC6420;G;17:36:16.30;+68:03:08.5;Dra;E
NGC6421;*Ass;17:45:44.21;-33:41:33.5;Sco;
NGC6422;G;17:36:30.01;+68:03:31.0;Dra;E
NGC6423;G;17:36:53.33;+68:10:17.3;Dra;SBb
NGC6424;G;17:36:12.07;+69:59:20.0;Dra;E
NGC6425;OCl;17:47:01.68;-31:31:45.8;Sco;
NGC6426;GCl;17:44:54.71;+03:10:12.5;Oph;
NGC6427;G;17:43:38.59;+25:29:38.1;Her;E-S0
NGC6428;**;17:43:52.81;+25:33:17.2;Her;
NGC6429;G;17:44:05.35;+25:21:02.6;Her;SBa
NGC6430;G;17:45:14.27;+18:08:20.2;Her;Sab
NGC6431;Dup;17:43:38.59;+25:29:38.1;Her;
NGC6432;Other;17:47:22.41;-24:53:14.9;Sgr;
NGC6433;G;17:43:56.21;+36:48:00.4;Her;Sb
NGC6434;G;17:36:48.82;+72:05:20.3;Dra;Sbc
NGC6435;G;17:40:11.08;+62:38:30.3;Dra;E
NGC6436;G;17:41:13.24;+60:26:58.9;Dra;Sc
NGC6437;*Ass;17:48:21.12;-35:21:58.3;Sco;
NGC6438;G;18:22:17.48;-85:24:07.4;Oct;S0
NGC6438A;G;18:22:35.49;-85:24:22.8;Oct;I
NGC6439;PN;17:48:19.80;-16:28:44.0;Sgr;
NGC6440;GCl;17:48:52.67;-20:21:34.5;Sgr;
NGC6441;GCl;17:50:12.84;-37:03:03.9;Sco;
NGC6442;G;17:46:51.34;+20:45:39.9;Her;E
NGC6443;G;17:44:33.85;+48:06:50.6;Her;Sab
NGC6444;OCl;17:49:35.18;-34:49:10.8;Sco;
NGC6445;PN;17:49:15.06;-20:00:34.2;Sgr;
NGC6446;G;17:46:07.51;+35:34:09.8;Her;Sab
NGC6447;G;17:46:17.23;+35:34:19.1;Her;SABb
NGC6448;Other;17:43:42.80;+53:32:46.0;Dra;
NGC6449;G;17:43:46.34;+56:48:14.9;Dra;Sc
NGC6450;Other;17:47:32.36;+18:34:30.8;Her;
NGC6451;OCl;17:50:40.64;-30:12:41.8;Sco;
NGC6452;G;17:47:58.53;+20:50:16.1;Her;
NGC6453;GCl;17:50:51.71;-34:35:59.6;Sco;
NGC6454;G;17:44:56.61;+55:42:17.2;Dra;E
NGC6455;*Ass;17:51:08.10;-35:20:16.1;Sco;
NGC6456;G;17:42:31.85;+67:35:32.3;Dra;E
NGC6457;G;17:42:52.84;+66:28:33.6;Dra;E-S0
NGC6458;G;17:49:11.01;+20:48:15.4;Her;S0
NGC6459;G;17:45:47.19;+55:46:36.3;Dra;S0
NGC6460;G;17:49:30.36;+20:45:49.2;Her;Sc
NGC6461;G;17:39:56.51;+74:02:03.2;Dra;Sab
NGC6462;G;17:44:48.86;+61:54:38.1;Dra;E
NGC6463;G;17:43:34.32;+67:36:12.6;Dra;E
NGC6464;G;17:45:47.53;+60:53:50.9;Dra;SBc
NGC6465;Other;17:52:55.58;-25:23:51.7;Sgr;
NGC6466;G;17:48:08.10;+51:23:57.2;Dra;E-S0
NGC6467;G;17:50:40.16;+17:32:16.0;Her;Sab
NGC6468;Dup;17:50:40.16;+17:32:16.0;Her;
NGC6469;OCl;17:53:12.13;-22:16:30.4;Sgr;
NGC6470;G;17:44:14.87;+67:37:09.8;Dra;SBb
NGC6471;GPair;17:44:15.60;+67:35:31.0;Dra;
NGC6471 NED01;G;17:44:13.04;+67:35:35.0;Dra;Sc
NGC6471 NED02;G;17:44:18.16;+67:35:27.9;Dra;E-S0
NGC6472;G;17:44:03.10;+67:37:49.2;Dra;
NGC6473;G;17:45:57.84;+57:15:25.6;Dra;E
NGC6474;G;17:47:05.56;+57:18:04.2;Dra;Sb
NGC6475;OCl;17:53:51.18;-34:47:34.2;Sco;
NGC6476;*Ass;17:54:02.01;-29:08:39.0;Sgr;
NGC6477;G;17:44:30.02;+67:36:38.1;Dra;
NGC6478;G;17:48:38.35;+51:09:26.1;Dra;Sc
NGC6479;G;17:48:21.59;+54:08:56.4;Dra;Sc
NGC6480;*Ass;17:54:26.04;-30:27:07.4;Sco;
NGC6481;Other;17:52:48.91;+04:10:04.2;Oph;
NGC6482;G;17:51:48.81;+23:04:19.0;Her;E
NGC6483;G;17:59:30.81;-63:40:07.4;Pav;E
NGC6484;G;17:51:46.98;+24:29:00.5;Her;Sb
NGC6485;G;17:51:52.74;+31:27:42.4;Her;Sbc
NGC6486;G;17:52:35.30;+29:49:04.8;Her;E
NGC6487;G;17:52:41.85;+29:50:19.1;Her;E
NGC6488;G;17:49:20.97;+62:13:22.5;Dra;E
NGC6489;G;17:50:01.31;+60:05:32.0;Dra;E-S0
NGC6490;G;17:54:30.47;+18:22:33.0;Her;E-S0
NGC6491;G;17:50:00.70;+61:31:54.4;Dra;Sab
NGC6492;G;18:02:48.35;-66:25:50.3;Pav;Sbc
NGC6493;G;17:50:22.66;+61:33:33.9;Dra;SABc
NGC6494;OCl;17:57:04.77;-18:59:07.2;Sgr;
NGC6495;G;17:54:50.76;+18:19:36.9;Her;E
NGC6496;GCl;17:59:03.70;-44:15:58.7;Sco;
NGC6497;G;17:51:17.97;+59:28:15.2;Dra;Sb
NGC6498;Dup;17:51:17.97;+59:28:15.2;Dra;
NGC6499;**;17:55:20.01;+18:21:35.1;Her;
NGC6500;G;17:55:59.78;+18:20:17.7;Her;Sab
NGC6501;G;17:56:03.74;+18:22:23.1;Her;S0-a
NGC6502;G;18:04:13.72;-65:24:35.8;Pav;E
NGC6503;G;17:49:26.43;+70:08:39.7;Dra;Sc
NGC6504;G;17:56:05.71;+33:12:30.2;Her;Sa
NGC6505;G;17:51:07.44;+65:31:50.8;Dra;E
NGC6506;OCl;17:59:53.49;-24:41:07.2;Sgr;
NGC6507;OCl;17:59:50.79;-17:27:01.0;Sgr;
NGC6508;G;17:49:46.44;+72:01:16.0;Dra;E
NGC6509;G;17:59:25.27;+06:17:13.3;Oph;SABc
NGC6510;G;17:54:39.30;+60:49:04.5;Dra;SBbc
NGC6511;Dup;17:54:39.30;+60:49:04.5;Dra;
NGC6512;G;17:54:50.31;+62:38:42.3;Dra;E
NGC6513;G;17:59:34.53;+24:52:49.9;Her;S0
NGC6514;Neb;18:02:42.11;-22:58:18.8;Sgr;
NGC6515;G;17:57:25.19;+50:43:41.2;Dra;E
NGC6516;G;17:55:16.78;+62:40:11.5;Dra;S0-a
NGC6517;GCl;18:01:50.39;-08:57:34.2;Oph;
NGC6518;G;17:59:43.74;+28:52:00.0;Her;E
NGC6519;**;18:03:20.13;-29:48:15.3;Sgr;
NGC6520;OCl;18:03:24.14;-27:53:10.0;Sgr;
NGC6521;G;17:55:48.44;+62:36:44.1;Dra;E
NGC6522;GCl;18:03:34.07;-30:02:02.3;Sgr;
NGC6523;Neb;18:03:41.27;-24:22:48.6;Sgr;
NGC6524;G;17:59:14.71;+45:53:13.5;Her;E-S0
NGC6525;OCl;18:02:04.75;+11:02:18.0;Oph;
NGC6526;Neb;18:04:06.15;-24:26:30.8;Sgr;
NGC6527;G;18:01:46.33;+19:43:43.4;Her;Sa
NGC6528;GCl;18:04:49.61;-30:03:20.8;Sgr;
NGC6529;*Ass;18:05:28.86;-36:17:43.4;Sgr;
NGC6530;Cl+N;18:04:31.03;-24:21:29.0;Sgr;
NGC6531;OCl;18:04:13.45;-22:29:24.2;Sgr;
NGC6532;G;17:59:13.95;+56:13:54.4;Dra;Sc
NGC6533;Dup;18:03:41.27;-24:22:48.6;Sgr;
NGC6534;G;17:56:08.56;+64:17:01.3;Dra;
NGC6535;GCl;18:03:50.69;-00:17:48.9;Se2;
NGC6536;G;17:57:16.35;+64:56:17.1;Dra;SBb
NGC6537;PN;18:05:13.10;-19:50:34.7;Sgr;
NGC6538;G;17:54:16.61;+73:25:26.2;Dra;Sbc
NGC6539;GCl;18:04:49.75;-07:35:09.1;Se2;
NGC6540;GCl;18:06:07.95;-27:45:46.1;Sgr;
NGC6541;GCl;18:08:02.33;-43:42:57.2;CrA;
NGC6542;G;17:59:38.62;+61:21:33.8;Dra;S0-a
NGC6543;PN;17:58:33.39;+66:37:59.5;Dra;
NGC6544;GCl;18:07:20.00;-24:59:54.1;Sgr;
NGC6545;G;18:12:14.77;-63:46:34.1;Pav;E
NGC6546;OCl;18:07:22.55;-23:17:46.4;Sgr;
NGC6547;G;18:05:10.02;+25:13:57.4;Her;S0-a
NGC6548;G;18:05:59.24;+18:35:14.1;Her;S0
NGC6549;G;18:05:49.50;+18:32:16.9;Her;Sb
NGC6550;Dup;18:05:49.50;+18:32:16.9;Her;
NGC6551;Other;18:08:59.66;-29:33:27.6;Sgr;
NGC6552;G;18:00:07.23;+66:36:54.4;Dra;SBab
NGC6553;GCl;18:09:17.48;-25:54:28.3;Sgr;
NGC6554;OCl;18:09:23.98;-18:22:43.3;Sgr;
NGC6555;G;18:07:49.17;+17:36:17.6;Her;SABc
NGC6556;*Ass;18:09:57.59;-27:31:29.3;Sgr;
NGC6557;G;18:21:24.82;-76:34:58.7;Oct;S0
NGC6558;GCl;18:10:18.38;-31:45:48.5;Sgr;
NGC6559;Neb;18:09:56.85;-24:06:23.0;Sgr;
NGC6560;G;18:05:13.98;+46:52:53.7;Her;SABa
NGC6561;OCl;18:10:30.86;-16:43:32.4;Sgr;
NGC6562;G;18:05:00.91;+56:15:47.2;Dra;E
NGC6563;PN;18:12:02.50;-33:52:06.0;Sgr;
NGC6564;Other;18:09:02.37;+17:23:40.7;Her;
NGC6565;PN;18:11:52.60;-28:10:42.0;Sgr;
NGC6566;G;18:07:00.67;+52:15:36.4;Dra;E
NGC6567;PN;18:13:45.20;-19:04:33.0;Sgr;
NGC6568;OCl;18:12:44.25;-21:37:40.9;Sgr;
NGC6569;GCl;18:13:38.67;-31:49:39.6;Sgr;
NGC6570;G;18:11:07.30;+14:05:35.1;Oph;SBm
NGC6571;G;18:10:49.36;+21:14:18.6;Her;E
NGC6572;PN;18:12:06.21;+06:51:13.4;Oph;
NGC6573;*Ass;18:14:22.98;-22:10:27.7;Sgr;
NGC6574;G;18:11:51.23;+14:58:54.4;Her;SABb
NGC6575;G;18:10:57.49;+31:06:58.3;Her;E
NGC6576;G;18:11:48.02;+21:25:41.7;Her;S0
NGC6577;G;18:12:01.23;+21:27:48.2;Her;E
NGC6578;PN;18:16:16.50;-20:27:03.3;Sgr;
NGC6579;G;18:12:31.81;+21:25:14.5;Her;
NGC6580;G;18:12:33.70;+21:25:34.1;Her;Sbc
NGC6581;G;18:12:18.42;+25:39:44.5;Her;E
NGC6582;GPair;18:11:03.50;+49:54:38.0;Her;
NGC6582 NED01;G;18:11:01.87;+49:54:42.8;Her;E-S0
NGC6582 NED02;G;18:11:05.16;+49:54:33.2;Her;E
NGC6583;OCl;18:15:48.93;-22:08:15.5;Sgr;
NGC6584;GCl;18:18:37.65;-52:12:54.6;Tel;
NGC6585;G;18:12:21.79;+39:37:58.8;Her;Sbc
NGC6586;G;18:13:38.50;+21:05:24.3;Her;Sab
NGC6587;G;18:13:50.89;+18:49:30.7;Her;E-S0
NGC6588;Other;18:20:58.86;-63:48:35.9;Pav;
NGC6589;Neb;18:16:55.37;-19:46:37.5;Sgr;
NGC6590;RfN;18:17:04.99;-19:51:57.8;Sgr;
NGC6591;G;18:14:03.90;+21:03:50.0;Her;
NGC6592;G;18:09:50.68;+61:25:19.1;Dra;E
NGC6593;G;18:14:03.55;+22:17:02.1;Her;E-S0
NGC6594;G;18:10:05.52;+61:08:00.5;Dra;Sab
NGC6595;Dup;18:17:04.99;-19:51:57.8;Sgr;
NGC6596;OCl;18:17:33.73;-16:39:01.6;Sgr;
NGC6597;G;18:11:13.45;+61:10:50.4;Dra;E-S0
NGC6598;G;18:08:56.00;+69:04:04.4;Dra;Sa
NGC6599;G;18:15:42.98;+24:54:44.6;Her;S0
NGC6600;Dup;18:15:42.98;+24:54:44.6;Her;
NGC6601;G;18:11:44.35;+61:27:11.9;Dra;E-S0
NGC6602;G;18:16:34.29;+25:02:38.5;Her;SABb
NGC6603;OCl;18:18:26.97;-18:24:21.8;Sgr;
NGC6604;OCl;18:18:02.96;-12:14:35.2;Se2;
NGC6605;OCl;18:16:21.68;-15:00:54.7;Se2;
NGC6606;G;18:14:41.59;+43:16:07.1;Lyr;Sa
NGC6607;G;18:12:14.74;+61:19:58.5;Dra;Sbc
NGC6608;G;18:12:28.88;+61:17:53.4;Dra;Scd
NGC6609;G;18:12:33.57;+61:19:54.9;Dra;E
NGC6610;Dup;18:11:51.23;+14:58:54.4;Her;
NGC6611;Neb;18:18:48.17;-13:48:26.0;Se2;
NGC6612;G;18:16:10.85;+36:04:42.8;Lyr;
NGC6613;OCl;18:19:58.49;-17:06:07.1;Sgr;
NGC6614;G;18:25:07.21;-63:14:54.1;Pav;E-S0
NGC6615;G;18:18:33.47;+13:15:54.1;Oph;S0-a
NGC6616;G;18:17:41.08;+22:14:18.4;Her;Sab
NGC6617;G;18:14:02.52;+61:19:10.4;Dra;Sc
NGC6618;Neb;18:20:47.11;-16:10:17.5;Sgr;
NGC6619;G;18:18:55.54;+23:39:20.2;Her;E
NGC6620;PN;18:22:54.15;-26:49:18.1;Sgr;
NGC6621;G;18:12:55.31;+68:21:48.4;Dra;Sb
NGC6622;G;18:12:59.80;+68:21:14.0;Dra;Sab
NGC6623;GPair;18:19:42.90;+23:42:20.0;Her;
NGC6623 NED01;G;18:19:42.82;+23:42:06.4;Her;
NGC6623 NED02;G;18:19:42.86;+23:42:34.4;Her;E
NGC6624;GCl;18:23:40.57;-30:21:40.6;Sgr;
NGC6625;OCl;18:22:47.30;-11:57:18.0;Sct;
NGC6626;GCl;18:24:32.89;-24:52:11.4;Sgr;
NGC6627;G;18:22:38.92;+15:41:52.8;Her;SBb
NGC6628;G;18:22:21.91;+23:28:42.8;Her;S0
NGC6629;PN;18:25:42.46;-23:12:10.4;Sgr;
NGC6630;G;18:32:35.14;-63:17:35.7;Pav;E-S0
NGC6631;OCl;18:27:11.36;-12:01:52.4;Sct;
NGC6632;G;18:25:03.09;+27:32:07.1;Her;Sbc
NGC6633;OCl;18:27:15.23;+06:30:29.6;Oph;
NGC6634;Dup;18:31:23.23;-32:20:52.7;Sgr;
NGC6635;G;18:27:37.11;+14:49:08.6;Her;S0
NGC6636;GPair;18:22:03.50;+66:37:12.8;Dra;
NGC6636 NED01;G;18:22:02.87;+66:36:59.6;Dra;Sc
NGC6636 NED02;G;18:22:05.11;+66:37:19.2;Dra;Sab
NGC6637;GCl;18:31:23.23;-32:20:52.7;Sgr;
NGC6638;GCl;18:30:56.25;-25:29:47.1;Sgr;
NGC6639;OCl;18:30:59.30;-13:09:21.0;Sct;
NGC6640;G;18:28:08.27;+34:18:09.6;Lyr;Sc
NGC6641;G;18:28:57.37;+22:54:10.8;Her;Sc
NGC6642;GCl;18:31:54.22;-23:28:34.1;Sgr;
NGC6643;G;18:19:46.41;+74:34:06.1;Dra;Sc
NGC6644;PN;18:32:34.73;-25:07:45.7;Sgr;
NGC6645;OCl;18:32:37.90;-16:53:02.0;Sgr;
NGC6646;G;18:29:38.74;+39:51:54.5;Lyr;Sa
NGC6647;OCl;18:32:49.34;-17:13:43.2;Sgr;
NGC6648;Other;18:25:37.80;+64:58:34.2;Dra;
NGC6649;OCl;18:33:27.96;-10:24:10.1;Sct;
NGC6650;G;18:25:27.99;+68:00:21.0;Dra;E
NGC6651;G;18:24:19.71;+71:36:06.9;Dra;Sbc
NGC6652;GCl;18:35:45.75;-32:59:25.1;Sgr;
NGC6653;G;18:44:38.37;-73:15:48.3;Pav;E
NGC6654;G;18:24:07.57;+73:10:59.6;Dra;S0-a
NGC6654A;G;18:39:24.94;+73:34:47.1;Dra;SBcd
NGC6655;**;18:34:30.90;-05:55:15.1;Sct;
NGC6656;GCl;18:36:24.20;-23:54:12.3;Sgr;
NGC6657;G;18:33:01.46;+34:03:37.7;Lyr;SBc
NGC6658;G;18:33:55.65;+22:53:17.8;Her;S0-a
NGC6659;OCl;18:33:59.93;+23:35:41.6;Her;
NGC6660;G;18:34:36.67;+22:54:34.8;Her;S0-a
NGC6661;Dup;18:34:36.67;+22:54:34.8;Her;
NGC6662;G;18:34:11.18;+32:03:52.5;Lyr;Sab
NGC6663;G;18:33:33.68;+40:02:56.2;Lyr;SABc
NGC6664;OCl;18:36:33.35;-08:13:14.7;Sct;
NGC6665;G;18:34:30.01;+30:43:14.0;Lyr;Sab
NGC6666;Other;18:34:44.93;+33:35:15.5;Lyr;
NGC6667;G;18:30:39.79;+67:59:13.3;Dra;SABa
NGC6668;Dup;18:30:39.79;+67:59:13.3;Dra;
NGC6669;Other;18:37:15.09;+22:11:44.6;Her;
NGC6670;GTrpl;18:33:35.45;+59:53:19.7;Dra;
NGC6670A;G;18:33:37.72;+59:53:22.8;Dra;
NGC6670B;G;18:33:34.09;+59:53:17.6;Dra;Sc
NGC6670 NED03;G;18:33:39.03;+59:53:17.3;Dra;
NGC6671;G;18:37:26.16;+26:25:01.9;Lyr;Sb
NGC6672;**;18:36:14.39;+42:56:51.5;Lyr;
NGC6673;G;18:45:06.32;-62:17:50.0;Pav;E
NGC6674;G;18:38:33.87;+25:22:30.5;Her;Sb
NGC6675;G;18:37:26.48;+40:03:27.8;Lyr;Sbc
NGC6676;G;18:33:09.96;+66:57:32.6;Dra;Sbc
NGC6677;G;18:33:36.13;+67:06:38.7;Dra;Sbc
NGC6678;Dup;18:30:39.79;+67:59:13.3;Dra;
NGC6679;G;18:33:30.50;+67:08:14.3;Dra;E
NGC6680;G;18:39:43.97;+22:18:59.1;Her;
NGC6681;GCl;18:43:12.64;-32:17:30.8;Sgr;
NGC6682;OCl;18:39:37.36;-04:48:49.3;Sct;
NGC6683;OCl;18:42:13.97;-06:12:44.1;Sct;
NGC6684;G;18:48:57.88;-65:10:24.4;Pav;S0
NGC6684A;G;18:52:22.81;-64:49:53.3;Pav;IB
NGC6685;G;18:39:58.64;+39:58:54.4;Lyr;E-S0
NGC6686;G;18:40:07.02;+40:08:15.5;Lyr;E
NGC6687;G;18:37:22.11;+59:38:34.7;Dra;Scd
NGC6688;G;18:40:40.13;+36:17:22.7;Lyr;S0-a
NGC6689;G;18:34:50.25;+70:31:26.1;Dra;SABc
NGC6690;Dup;18:34:50.25;+70:31:26.1;Dra;
NGC6691;G;18:39:12.25;+55:38:30.5;Dra;Sbc
NGC6692;GPair;18:41:41.50;+34:50:37.0;Lyr;E-S0
NGC6693;Dup;18:41:41.50;+34:50:37.0;Lyr;
NGC6694;OCl;18:45:18.66;-09:23:01.0;Sct;
NGC6695;G;18:42:42.74;+40:22:00.8;Lyr;SBb
NGC6696;G;18:40:05.04;+59:20:02.3;Dra;
NGC6697;G;18:45:14.96;+25:30:45.3;Her;E
NGC6698;OCl;18:48:05.01;-25:28:37.8;Sgr;
NGC6699;G;18:52:02.04;-57:19:14.7;Pav;SABb
NGC6700;G;18:46:04.39;+32:16:46.6;Lyr;SBc
NGC6701;G;18:43:12.46;+60:39:12.0;Dra;Sa
NGC6702;G;18:46:57.58;+45:42:20.4;Lyr;E
NGC6703;G;18:47:18.83;+45:33:02.3;Lyr;E-S0
NGC6704;OCl;18:50:45.77;-05:12:19.5;Sct;
NGC6705;OCl;18:51:05.99;-06:16:12.1;Sct;
NGC6706;G;18:56:51.04;-63:09:58.4;Pav;E-S0
NGC6707;G;18:55:22.06;-53:49:06.4;Tel;SBc
NGC6708;G;18:55:35.64;-53:43:24.4;Tel;Sb
NGC6709;OCl;18:51:18.94;+10:19:07.5;Aql;
NGC6710;G;18:50:34.15;+26:50:18.2;Lyr;S0-a
NGC6711;G;18:49:00.88;+47:39:29.2;Dra;Sbc
NGC6712;GCl;18:53:04.89;-08:42:19.7;Sct;
NGC6713;G;18:50:44.56;+33:57:35.2;Lyr;
NGC6714;*Ass;18:46:50.00;+66:44:42.0;Dra;
NGC6715;GCl;18:55:03.27;-30:28:42.6;Sgr;
NGC6716;OCl;18:54:34.37;-19:54:03.9;Sgr;
NGC6717;GCl;18:55:06.04;-22:42:05.8;Sgr;
NGC6718;G;19:01:28.63;-66:06:36.7;Pav;SBb
NGC6719;G;19:03:07.49;-68:35:18.1;Pav;SBc
NGC6720;PN;18:53:35.01;+33:01:42.9;Lyr;
NGC6721;G;19:00:50.81;-57:45:34.0;Pav;E
NGC6722;G;19:03:40.37;-64:53:40.1;Pav;Sb
NGC6723;GCl;18:59:33.15;-36:37:53.3;Sgr;
NGC6724;OCl;18:56:46.88;+10:25:42.8;Aql;
NGC6725;G;19:01:56.62;-53:51:47.1;Tel;S0
NGC6726;RfN;19:01:39.30;-36:53:28.7;CrA;
NGC6727;RfN;19:01:42.27;-36:52:34.5;CrA;
NGC6728;OCl;18:58:45.04;-08:57:57.6;Sct;
NGC6729;Neb;19:01:55.40;-36:57:27.5;CrA;
NGC6730;G;19:07:33.65;-68:54:46.1;Pav;E
NGC6731;**;18:57:13.47;+43:04:36.4;Lyr;
NGC6732;G;18:56:24.02;+52:22:39.4;Dra;E
NGC6733;G;19:06:10.63;-62:11:48.9;Pav;E-S0
NGC6734;G;19:07:14.33;-65:27:42.7;Pav;E-S0
NGC6735;OCl;19:00:37.36;-00:28:31.4;Aql;
NGC6736;G;19:07:29.25;-65:25:43.0;Pav;E
NGC6737;OCl;19:02:17.47;-18:32:49.1;Sgr;
NGC6738;*Ass;19:01:21.56;+11:36:56.2;Aql;
NGC6739;G;19:07:48.76;-61:22:05.2;Pav;S0
NGC6740;G;19:00:50.51;+28:46:16.4;Lyr;Sc
NGC6741;PN;19:02:37.00;-00:26:57.8;Aql;
NGC6742;PN;18:59:19.90;+48:27:55.0;Dra;
NGC6743;OCl;19:01:20.67;+29:16:38.9;Lyr;
NGC6744;G;19:09:46.10;-63:51:27.1;Pav;Sbc
NGC6744A;G;19:08:43.76;-63:43:49.8;Pav;IB
NGC6745;GTrpl;19:01:41.70;+40:45:11.0;Lyr;
NGC6745 NED01;G;19:01:41.44;+40:44:52.3;Lyr;
NGC6745 NED02;G;19:01:41.73;+40:45:35.9;Lyr;
NGC6745 NED03;G;19:01:41.98;+40:45:04.9;Lyr;
NGC6746;G;19:10:22.01;-61:58:12.6;Pav;E
NGC6747;G;18:55:21.65;+72:46:17.5;Dra;E
NGC6748;Dup;19:05:55.55;-05:59:32.3;Aql;
NGC6749;GCl;19:05:15.60;+01:54:02.2;Aql;
NGC6750;G;19:00:36.11;+59:10:00.3;Dra;Sc
NGC6751;PN;19:05:55.55;-05:59:32.3;Aql;
NGC6752;GCl;19:10:51.78;-59:58:54.7;Pav;
NGC6753;G;19:11:23.64;-57:02:58.4;Pav;Sb
NGC6754;G;19:11:25.72;-50:38:30.5;Tel;Sb
NGC6755;OCl;19:07:49.05;+04:15:59.1;Aql;
NGC6756;OCl;19:08:42.57;+04:42:20.8;Aql;
NGC6757;G;19:05:03.38;+55:42:54.6;Dra;S0-a
NGC6758;G;19:13:52.34;-56:18:35.8;Tel;E
NGC6759;G;19:06:56.84;+50:20:39.2;Dra;Sa
